,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE
,O3,PM10,PM2.5,PRS,RAINF,RH,SR,TOUT,WSR,WDV
,ppb,ug/m3,ug/m3,mmhg,mm/hr,%,Kw/m2,degC,KMPH,DEG
23-mar-15,74,101,8,713.2,0,38,0.768,28.08,14.3,111
23-mar-15,57,83,25,712.7,0,43,0.615,27.98,17.2,103
23-mar-15,46,72,15,712.4,0,44,0.458,27.8,18.7,106
23-mar-15,39,88,13,712.3,0,45,0.198,27.28,19.1,111
23-mar-15,33,81,14,712.3,0,45,0.033,26.53,17.9,118
23-mar-15,28,79,12,712.5,0,47,0,25.64,17.5,107
23-mar-15,27,76,9,712.8,0,49,0,25.13,17.5,107
23-mar-15,31,64,8,713.4,0,46,0,24.54,17.7,101
23-mar-15,34,71,14,713.9,0,56,0,22.39,18.9,99
23-mar-15,32,68,15,714,0,60,0,21.36,10.8,137
24-mar-15,7,41,17,714,0,70,0,19.63,5.8,268
24-mar-15,9,109,18,713.7,0,72,0,18.83,3.2,272
24-mar-15,7,76,15,713.2,0,76,0,17.87,6.3,282
24-mar-15,7,72,12,712.9,0,77,0,17.06,5.2,278
24-mar-15,12,65,5,712.7,0,76,0,16.76,5.1,286
24-mar-15,8,59,11,712.8,0,72,0,16.65,6.1,321
24-mar-15,3,76,16,713,0,75,0.002,16.16,3.7,321
24-mar-15,4,134,16,713.2,0,75,0.065,16.63,5.2,316
24-mar-15,9,266,9,713.5,0,69,0.247,18.82,6.8,316
24-mar-15,22,277,15,713.5,0,61,0.443,21.43,6.2,294
24-mar-15,32,142,19,713.1,0,56,0.618,23.88,6.7,284
24-mar-15,49,141,12,712.7,0,47,0.758,27.12,4.4,183
24-mar-15,66,100,7,712.2,0,42,0.825,28.61,6,197
24-mar-15,69,92,24,711.6,0,44,0.824,27.73,12.5,109
24-mar-15,76,87,15,711.2,0,44,0.765,28.4,11.7,107
24-mar-15,55,106,18,710.8,0,44,0.642,28.53,12.9,93
24-mar-15,56,76,11,710.6,0,44,0.47,28.48,13.9,87
24-mar-15,63,81,34,710.5,0,45,0.196,28.19,15.9,97
24-mar-15,52,88,31,710.7,0,48,0.035,27.25,17,101
24-mar-15,27,94,33,711.1,0,56,0,25.73,17.4,96
24-mar-15,26,90,11,711.6,0,55,0,25.14,16.8,103
24-mar-15,24,69,22,712,0,63,0,23.75,15.3,110
24-mar-15,27,78,28,712.3,0,76,0,21.58,13.6,133
24-mar-15,21,57,11,712.2,0,78,0,20.69,4.9,192
25-mar-15,14,71,15,712.1,0,82,0,19.75,4.8,223
25-mar-15,14,88,10,711.7,0,85,0,18.99,4,192
25-mar-15,14,65,21,711.1,0,88,0,18.52,6.4,179
25-mar-15,11,52,14,710.6,0,90,0,18.19,5.5,202
25-mar-15,7,91,24,710.2,0,91,0,17.95,5.5,271
25-mar-15,7,113,42,710.1,0,93,0,17.69,5.2,294
25-mar-15,4,130,45,710.4,0,95,0.002,16.96,8.4,304
25-mar-15,4,90,39,710.6,0,93,0.037,17.79,7.9,318
25-mar-15,9,143,14,710.9,0,82,0.249,19.6,8,314
25-mar-15,18,127,10,711,0,71,0.433,23.04,5.6,271
25-mar-15,39,140,14,711,0,62,0.655,25.43,6.1,195
25-mar-15,44,120,44,710.7,0,64,0.512,25.39,9.1,142
25-mar-15,39,146,51,710.4,0,69,0.641,24.2,14.1,153
25-mar-15,42,164,42,710,0,68,0.611,24.44,12.7,169
25-mar-15,43,144,33,709.7,0,68,0.551,24.53,13.9,169
25-mar-15,39,131,31,709.2,0,68,0.505,24.19,16.3,154
25-mar-15,40,117,32,709,0,70,0.371,23.64,15,132
25-mar-15,50,138,44,708.9,0,69,0.195,23.84,11.7,124
25-mar-15,42,140,77,709,0,74,0.044,22.8,10.6,135
25-mar-15,43,148,65,709.5,0,76,0,22.27,6,112
25-mar-15,38,139,65,710,0,77,0,22.14,6.8,128
25-mar-15,28,150,76,710.5,0,79,0,21.66,5.2,130
25-mar-15,21,202,73,710.7,0,81,0,21.27,3.6,167
25-mar-15,11,172,63,710.9,0,81,0,21.26,3.7,257
26-mar-15,23,212,52,711.5,0,82,0,21.19,11.7,64
26-mar-15,26,87,16,711.1,0,80,0,21.61,6.3,185
26-mar-15,22,57,24,710.3,0,82,0,20.94,2,151
26-mar-15,17,87,31,709.7,0,84,0,20.15,4.6,286
26-mar-15,14,94,32,709.7,0,85,0,20.26,10.3,307
26-mar-15,16,121,55,709.8,0,80,0,20.46,7.1,272
26-mar-15,11,162,69,710.3,0,80,0.003,20.02,8.4,322
26-mar-15,12,170,46,710.8,0,77,0.072,20.67,8,311
26-mar-15,17,183,40,711.8,0,72,0.195,22.53,3.8,219
26-mar-15,35,173,19,712.7,0,68,0.358,24.05,7.5,148
26-mar-15,30,113,26,713.2,0,68,0.493,23.02,24.3,39
26-mar-15,30,91,6,713.6,0,60,0.481,21.41,17,52
26-mar-15,31,92,16,713.4,0,60,0.177,20.36,20.1,57
26-mar-15,30,86,16,713.6,0,62,0.034,19.7,17.9,65
26-mar-15,15,69,6,714.1,0,62,0.034,19.21,8,188
26-mar-15,13,98,8,714.7,0,60,0.021,18.74,9.6,197
26-mar-15,10,92,14,715.1,0,59,0.015,18.61,10.2,173
26-mar-15,6,100,18,715.8,0,59,0,17.93,8.8,147
26-mar-15,7,99,10,716.5,0,59,0,17.58,7.8,164
26-mar-15,7,83,16,717.3,0,59,0,17.4,4.2,179
26-mar-15,9,86,11,717.8,0,59,0,17.06,5.9,170
26-mar-15,9,73,13,718,0,59,0,16.82,7.7,169
27-mar-15,7,72,8,718.4,0,57,0,16.66,6.1,131
27-mar-15,13,63,10,718.7,0,53,0,16.84,5.7,129
27-mar-15,8,62,8,718.6,0,53,0,16.94,3.8,95
27-mar-15,3,58,13,718.6,0,54,0,16.78,1.8,85
27-mar-15,3,56,14,718.6,0,53,0,16.98,1.6,156
27-mar-15,2,56,16,718.9,0,45,0,17.35,2.6,180
17-jun-15,28,59,9,711.1,0,81,0,24.55,10.5,106
17-jun-15,23,29,14,712.4,0,86,0,23.51,17.8,60
17-jun-15,26,53,7,713.1,0,86,0,22.91,13.1,137
18-jun-15,14,71,10,712.1,0,89,0.001,22.36,2,307
18-jun-15,9,49,10,711.6,0,90,0.001,22.25,4,266
18-jun-15,9,56,19,711.8,0,92,0.001,21.97,2.2,252
18-jun-15,16,86,18,711.8,0,91,0,22.17,4.4,147
18-jun-15,11,56,14,711.8,0,89,0.001,22.37,2.6,233
18-jun-15,5,97,30,712.1,0,90,0.015,22.47,2.7,290
18-jun-15,6,41,39,712.4,0,90,0.087,22.65,6.2,303
18-jun-15,13,140,31,712.7,0,87,0.182,23.61,3.8,303
18-jun-15,22,73,8,712.8,0,79,0.306,26.64,1.3,196
18-jun-15,34,68,15,712.8,0,73,0.549,27.7,4.1,206
18-jun-15,33,72,41,712.8,0,74,0.33,26.96,10.5,113
18-jun-15,38,129,44,712.7,0,76,0.227,26.16,9.4,72
18-jun-15,31,100,23,712.5,0,76,0.216,26.23,13.2,97
18-jun-15,29,94,22,712.1,0,75,0.208,26.48,13.5,101
18-jun-15,23,71,14,711.7,0,76,0.239,26.28,15.4,96
18-jun-15,20,91,49,711.4,0,80,0.2,25.6,16.1,97
18-jun-15,19,103,6,711.3,0,76,0.136,26.29,14.7,103
18-jun-15,19,86,19,711.6,0,76,0.048,25.71,16.2,100
18-jun-15,15,64,64,712.4,0,87,0.007,23.61,19.2,100
18-jun-15,14,43,14,713,0,86,0,22.73,15.2,122
18-jun-15,16,27,19,713.2,0.03,89,0,21.83,8.8,134
18-jun-15,12,41,19,713.5,0,89,0.001,22.17,6,180
19-jun-15,13,123,5,712.2,0,94,0.001,22.16,4.2,135
19-jun-15,3,64,22,712.9,0,92,0.005,21.88,2.8,251
19-jun-15,3,106,15,713.3,0,92,0.025,22.24,1.1,126
19-jun-15,30,126,17,713.4,0,78,0.382,25.82,4.7,294
19-jun-15,49,119,63,712.4,0.02,71,0.208,27.35,6.6,298
19-jun-15,27,189,133,712.6,0.04,80,0.072,25.49,15.5,169
19-jun-15,12,71,42,713.1,0.03,90,0.023,22.56,17.2,114
19-jun-15,13,40,27,713.8,0,90,0.004,22.81,12.7,106
19-jun-15,11,18,12,714,0,91,0,22.5,8.6,101
19-jun-15,8,73,29,714,0.12,93,0.001,22.34,8.5,139
19-jun-15,13,19,10,713.8,0,92,0,22.8,13.3,119
20-jun-15,4,68,15,712.7,0,92,0,22.45,2.6,126
20-jun-15,35,139,18,713.4,0,71,0.441,27.09,7,93
20-jun-15,41,68,16,712.4,0,65,0.41,29.03,5.8,113
20-jun-15,33,75,22,711.9,0,65,0.261,28.85,11.1,107
20-jun-15,28,85,16,711.5,0,63,0.268,29.26,14.1,103
20-jun-15,21,82,20,711.7,0.01,70,0.073,24.99,13.3,118
20-jun-15,9,55,13,712.1,0,75,0.039,24.33,5.7,285
20-jun-15,2,137,36,712.7,0,92,0.001,22.97,4.2,289
20-jun-15,2,106,40,713,0,91,0.001,23.09,2.3,188
20-jun-15,3,43,41,713.3,0,90,0,23.61,2,176
20-jun-15,6,95,27,713,0,87,0,24.22,7.6,123
21-jun-15,3,91,23,712.6,0,89,0,23.89,5,240
21-jun-15,3,66,30,712.4,0,91,0,23.41,3.7,119
21-jun-15,5,98,26,711.9,0,91,0,23.15,6.3,142
21-jun-15,8,110,31,712.6,0,91,0.017,22.75,7.9,97
21-jun-15,7,96,38,713,0,91,0.047,22.93,5.5,128
21-jun-15,7,180,35,713.4,0,90,0.096,23.24,5.3,141
21-jun-15,11,82,11,713.5,0,85,0.178,24.3,5.5,134
21-jun-15,16,111,9,713.5,0,78,0.321,26.12,4.8,264
21-jun-15,20,97,33,713.6,0,77,0.365,26.15,6.4,238
21-jun-15,34,119,20,713.2,0,72,0.483,27.69,5.6,185
21-jun-15,53,130,23,712.7,0,66,0.529,28.7,5.7,124
21-jun-15,46,96,41,712.1,0,69,0.516,28.47,11.7,118
21-jun-15,37,119,44,711.8,0,72,0.522,27.79,14.6,117
21-jun-15,27,77,41,711.4,0,71,0.283,27.79,12.7,137
21-jun-15,23,70,32,711.6,0,72,0.134,27.3,16.7,114
21-jun-15,19,66,42,712,0,78,0.062,25.87,14.9,101
21-jun-15,15,100,49,712.4,0,84,0.008,24.47,16,102
21-jun-15,16,66,14,712.8,0,88,0,22.59,14.1,117
21-jun-15,13,93,16,713.2,0,86,0,22.99,7.1,126
21-jun-15,15,53,6,714,0,87,0,22.19,9,78
22-jun-15,15,35,19,712.8,0,93,0,21.56,6.5,126
22-jun-15,3,75,14,713.9,0.01,94,0.023,21.85,1,200
22-jun-15,18,73,12,714.5,0,80,0.368,24.97,6.8,114
22-jun-15,22,88,37,714.2,0,78,0.516,25.38,11.4,106
22-jun-15,24,113,18,713.8,0,75,0.539,26.12,11.7,92
22-jun-15,16,105,68,713.7,0,79,0.236,25.36,11.4,89
22-jun-15,17,103,86,713.4,0,83,0.284,25.2,12.9,95
22-jun-15,17,130,48,712.9,0.01,82,0.287,25.7,12.4,91
22-jun-15,13,155,38,712.7,0,81,0.111,25.45,17.6,101
22-jun-15,10,157,49,712.8,0,80,0.068,25.56,14.8,101
22-jun-15,10,158,33,713,0,80,0.018,25.34,16.2,103
22-jun-15,9,168,47,713.1,0,81,0,25.22,12.3,109
22-jun-15,14,173,36,713.5,0,81,0,23.87,17.5,113
22-jun-15,18,95,21,714.2,0,82,0,22.69,13.3,119
23-jun-15,10,94,30,713.8,0,87,0,21.78,4.4,243
23-jun-15,12,76,38,713.7,0,90,0,21.9,4.8,135
23-jun-15,9,101,43,713.4,0,90,0,22.07,5.8,157
23-jun-15,5,91,31,714.1,0,90,0.006,22.88,12,112
23-jun-15,6,59,43,714.6,0,92,0.022,22.7,14.8,109
23-jun-15,8,115,32,715.2,0,90,0.075,22.96,15.2,113
23-jun-15,13,106,5,715.5,0,84,0.291,24.11,16,106
23-jun-15,15,125,23,715.5,0,81,0.344,24.8,15.1,103
23-jun-15,20,130,14,715.3,0,73,0.502,26.42,17.8,110
23-jun-15,24,135,38,714.9,0,70,0.626,27.24,20.2,108
23-jun-15,26,128,25,714.2,0,66,0.803,28.44,21.1,105
23-jun-15,27,129,23,713.4,0,63,0.728,29.09,24.3,103
23-jun-15,25,138,32,713.3,0,63,0.755,28.98,26.1,93
23-jun-15,20,148,56,713.5,0,71,0.576,26.61,26.4,81
23-jun-15,18,117,29,713.4,0,73,0.26,25.92,23.5,98
23-jun-15,16,104,46,713.3,0,72,0.098,26.13,22.4,103
23-jun-15,15,147,41,713.7,0,71,0.018,26.25,21.2,107
23-jun-15,14,159,45,714,0,73,0,26.04,23.4,102
23-jun-15,13,154,60,714.5,0,78,0,25.3,24.5,96
23-jun-15,11,130,50,715.2,0,83,0,24.51,23.9,103
23-jun-15,11,101,36,715.4,0,85,0,24.07,21.6,106
24-jun-15,12,69,24,715.4,0,86,0,23.76,18.6,107
24-jun-15,11,83,30,715.2,0,87,0,23.3,16.5,103
24-jun-15,11,107,11,715.1,0,88,0,22.97,15.1,115
24-jun-15,12,67,21,714.9,0,89,0,22.81,17.1,113
24-jun-15,11,50,17,715,0,87,0,22.83,15.8,108
24-jun-15,8,67,15,715.3,0,87,0.001,22.68,14.8,114
24-jun-15,7,43,15,715.7,0,88,0.025,22.5,14.1,116
24-jun-15,8,67,16,715.9,0,87,0.088,22.71,14.3,115
24-jun-15,11,77,5,716.3,0,83,0.143,23.43,12.3,104
24-jun-15,16,76,11,716.6,0,77,0.335,24.67,17,96
24-jun-15,21,76,9,716.6,0,70,0.671,26.08,16.8,98
24-jun-15,26,77,20,716.3,0,68,0.816,26.77,18.1,94
24-jun-15,31,66,14,715.6,0,63,0.918,27.91,17.3,94
24-jun-15,33,80,16,714.9,0,59,0.663,28.68,17.7,97
24-jun-15,28,67,17,714.7,0,58,0.224,28.46,21.1,101
24-jun-15,22,70,16,714.5,0,58,0.229,28.66,21.5,109
24-jun-15,22,75,11,714.3,0,64,0.471,27.98,24.1,113
24-jun-15,24,90,27,714.6,0,72,0.206,26.17,25.4,101
24-jun-15,24,63,6,714.5,0,69,0.27,26.56,21.2,104
24-jun-15,21,63,20,714.6,0,68,0.043,26.26,15.2,96
24-jun-15,20,65,15,714.8,0,70,0,25.53,14.9,94
24-jun-15,21,60,16,715,0,73,0,24.98,13.2,96
24-jun-15,20,57,22,715.2,0,75,0,24.68,15,89
24-jun-15,19,50,23,715.2,0,79,0,24.29,15.5,96
25-jun-15,11,121,28,715.3,0,86,0,22.71,7.4,154
25-jun-15,10,49,32,715.5,0,87,0,22.34,7.1,143
25-jun-15,8,98,31,715.8,0,87,0.016,22.31,5.3,136
25-jun-15,7,121,11,716.1,0,85,0.096,23.09,1.8,157
25-jun-15,11,95,10,716.4,0,82,0.162,23.67,5.8,89
25-jun-15,17,102,18,716.2,0,78,0.264,25.07,3.9,141
25-jun-15,31,103,7,715.9,0,68,0.544,27.37,5.2,141
25-jun-15,42,126,30,715.5,0,67,0.684,27.32,7,114
25-jun-15,44,100,15,714.9,0,62,0.87,28.23,9.3,84
25-jun-15,40,80,18,714.5,0,59,0.695,29.05,11.4,87
25-jun-15,36,65,12,714,0,57,0.644,29.6,15.5,103
25-jun-15,31,78,14,713.6,0,56,0.644,29.91,17.9,102
25-jun-15,30,67,21,713.1,0,57,0.391,29.88,18.7,105
25-jun-15,28,72,18,712.9,0,55,0.224,29.85,21,112
25-jun-15,17,76,15,713.3,0,56,0,28.6,9.7,115
25-jun-15,12,82,33,713.7,0,63,0,27.5,12.5,90
25-jun-15,13,77,53,713.8,0,73,0,26.2,12.9,107
26-jun-15,6,70,43,713.4,0,84,0,23.65,5.8,305
26-jun-15,2,94,31,713.2,0,88,0,22.93,4.6,271
26-jun-15,2,78,24,713.4,0,91,0.001,22.5,4.3,247
26-jun-15,3,101,18,713.7,0,89,0.015,22.72,6.7,297
26-jun-15,6,76,12,713.8,0,86,0.078,22.99,7.2,299
26-jun-15,22,139,12,713.8,0,77,0.207,24.91,9.9,292
26-jun-15,35,95,16,713.5,0,69,0.684,27.44,5.2,236
26-jun-15,54,74,19,713.2,0,60,0.794,30.25,2.9,198
26-jun-15,63,98,41,712.7,0,58,0.854,30.3,9.5,136
26-jun-15,68,103,38,712.5,0,57,0.856,30.39,14,92
26-jun-15,67,109,38,712.1,0,56,0.815,30.85,12.6,102
26-jun-15,95,115,48,711.7,0,56,0.71,31.3,12,109
26-jun-15,85,106,49,711.4,0,55,0.559,31.5,13.5,97
26-jun-15,59,85,33,711.2,0,52,0.373,31.83,14.5,95
26-jun-15,36,63,27,711.1,0,54,0.18,31.34,17.5,106
26-jun-15,28,80,23,711.4,0,53,0.018,30.83,16.9,110
26-jun-15,19,83,18,711.6,0,54,0,30.31,14,108
26-jun-15,17,60,14,711.9,0,55,0,29.85,11.3,133
26-jun-15,10,59,19,712.3,0,58,0,28.77,10.4,106
26-jun-15,16,74,26,712.7,0,66,0,26.95,13,115
27-jun-15,13,74,28,712.6,0,75,0,25.03,4.5,153
27-jun-15,8,59,33,712.4,0,81,0,24.13,4.6,280
27-jun-15,5,116,30,712.3,0,84,0,23.62,4.6,251
27-jun-15,6,90,33,712.4,0,88,0,23.02,7.6,315
27-jun-15,8,90,20,713.4,0,85,0.009,23.3,7.2,321
27-jun-15,15,42,7,713.9,0,78,0.241,25.07,6.3,285
27-jun-15,23,87,13,714,0,73,0.198,26.76,5.5,279
27-jun-15,36,113,21,714,0,66,0.68,28.82,4.6,235
27-jun-15,47,84,26,713.7,0,60,0.803,30.07,6.8,204
27-jun-15,44,76,29,713.5,0,58,0.847,30.19,10.2,88
27-jun-15,50,76,21,713.1,0,59,0.913,30.4,10.7,99
27-jun-15,45,103,22,712.6,0,61,0.899,30.35,13.6,108
27-jun-15,30,73,39,712.4,0,64,0.325,29.23,13.6,111
27-jun-15,37,81,20,712.3,0,63,0.36,29.1,8.4,113
27-jun-15,49,66,30,712.1,0,63,0.228,29.17,8.9,116
27-jun-15,41,73,51,712,0,64,0.116,28.9,8.5,87
27-jun-15,23,98,44,713.1,0,70,0,28.13,10.2,74
27-jun-15,16,59,16,713.6,0,73,0,26.77,20.5,98
27-jun-15,15,42,28,713.8,0,77,0,25.87,15.1,111
28-jun-15,15,60,9,713.2,0,67,0,25.1,5.5,130
28-jun-15,6,67,36,713,0,87,0,23.44,4.5,271
28-jun-15,6,23,20,713.2,0,88,0,22.86,6,245
28-jun-15,42,79,12,714.4,0,62,0.75,29.37,6.8,119
28-jun-15,47,63,40,714.1,0,63,0.681,28.09,12.8,66
28-jun-15,43,84,20,713.6,0,63,0.847,28.69,11.9,89
28-jun-15,48,54,22,713,0,60,0.864,29.3,17.5,94
28-jun-15,39,89,16,712.4,0,58,0.776,29.91,19.2,100
28-jun-15,37,62,10,712,0,54,0.532,30.43,17.8,98
28-jun-15,34,60,34,711.8,0,58,0.2,29.77,15.5,91
28-jun-15,31,67,25,712,0,58,0.073,29.54,14.7,92
28-jun-15,23,70,31,712.3,0,62,0.011,28.92,11.5,84
28-jun-15,15,79,31,712.5,0,64,0,28.41,12.4,85
28-jun-15,11,55,35,713,0,66,0,27.62,14.1,84
28-jun-15,18,81,21,713.2,0,68,0,26.7,16.7,105
28-jun-15,16,70,27,713.1,0,74,0,25.88,12.9,97
29-jun-15,15,60,25,713,0,77,0,25.4,10,117
29-jun-15,9,88,27,712.8,0,80,0,24.71,4.9,286
29-jun-15,7,55,23,712.6,0,81,0,24.49,5,233
29-jun-15,6,107,18,713.8,0,83,0.12,23.23,5.9,274
29-jun-15,12,89,23,714,0,81,0.154,23.42,7.9,296
29-jun-15,18,63,19,714,0,79,0.268,24.24,6.9,295
29-jun-15,23,83,30,713.8,0,74,0.526,25.74,6.5,265
29-jun-15,34,102,30,713.5,0,70,0.651,27.05,7.9,172
29-jun-15,37,105,45,713.2,0,67,0.892,27.16,13.8,66
29-jun-15,44,104,22,712.9,0,64,0.834,27.76,11.4,85
29-jun-15,52,96,33,712.5,0,60,0.733,29.03,9.7,96
29-jun-15,76,101,40,711.8,0,58,0.538,29.61,11.9,92
29-jun-15,44,124,47,711.4,0,56,0.259,29.56,17.4,109
29-jun-15,26,97,24,711.4,0,58,0.227,29.11,16.8,114
29-jun-15,24,74,22,711.2,0,60,0.122,28.55,16.8,101
29-jun-15,20,81,23,711.7,0,61,0.017,27.18,14.7,81
29-jun-15,19,103,23,712,0,62,0,26.68,11,121
29-jun-15,20,80,26,712.3,0,63,0,26.33,8.6,114
29-jun-15,17,80,39,712.9,0,71,0,25.36,12,120
29-jun-15,20,81,18,713.1,0,68,0,25.45,14.7,110
30-jun-15,18,72,33,713.1,0,72,0,24.84,7.1,112
30-jun-15,12,70,34,713,0,75,0,24.26,6,247
30-jun-15,7,83,45,712.5,0,81,0,23.15,3.5,283
30-jun-15,4,115,28,712.8,0,84,0,22.78,1.6,307
30-jun-15,2,119,27,713.1,0,84,0.004,22.97,3.5,190
30-jun-15,8,63,32,713.4,0,85,0.096,23.18,6.8,145
30-jun-15,21,140,34,713.6,0,73,0.302,25.9,6,155
30-jun-15,33,106,27,713.6,0,71,0.564,26.09,11.5,74
30-jun-15,47,114,30,713.1,0,63,0.779,28.02,7.3,141
30-jun-15,49,95,29,712.5,0,59,0.772,28.97,11.3,109
30-jun-15,43,78,27,712,0,57,0.857,29.24,16.4,99
30-jun-15,41,65,12,711.5,0,55,0.846,29.59,18.5,94
30-jun-15,36,59,10,711.2,0,59,0.735,28.83,26.5,105
01-jul-15,22,80,17,713.7,0,69,0.254000008,25.7,8.4,122
01-jul-15,31,50,31,713.3,0,75,0.256999999,25.39,14.5,110
01-jul-15,22,75,24,712.9,0.100000001,78,0.178000003,24.66,16.2,102
01-jul-15,20,66,33,712.7,0.059999999,89,0.094999999,22.35,18.4,106
01-jul-15,19,10,9,712.1,0,79,0.186000004,25.26,7.2,124
01-jul-15,18,43,6,712.5,0,82,0.012,22.67,16.9,114
01-jul-15,12,59,15,713.7,0,76,0,21.76,4.5,220
01-jul-15,9,75,20,713.4,0,78,0,21.31,4.1,305
02-jul-15,13,70,12,713.2,0,79,0,21.15,6.3,97
02-jul-15,14,66,24,712.9,0,80,0,20.93,3.8,204
02-jul-15,15,60,28,713,0,83,0,20.37,7.9,108
02-jul-15,20,69,15,712.7,0,80,0,20.66,5.8,140
02-jul-15,14,65,21,712.5,0,80,0,20.69,4.5,217
02-jul-15,7,88,32,712.4,0.01,84,0,20.31,4.5,291
02-jul-15,5,102,28,712.8,0,85,0.02,20.17,3,314
02-jul-15,7,114,19,713.2,0,81,0.090000004,20.87,4.7,310
02-jul-15,9,145,19,713.3,0,80,0.188999996,21.68,4.9,299
02-jul-15,19,159,15,713.3,0,73,0.342000008,24.56,3.1,234
02-jul-15,32,137,18,713.1,0,67,0.721000016,26.58,4,222
02-jul-15,40,96,39,713.1,0,67,0.656000018,25.88,9.5,123
02-jul-15,57,123,34,712.7,0,63,0.887000024,27.21,8.2,111
02-jul-15,60,115,27,712.1,0,60,0.888999999,28.08,13.1,97
02-jul-15,50,109,21,711.5,0,57,0.824999988,28.85,13.6,97
02-jul-15,35,87,26,711.4,0,57,0.666999996,29.03,21.2,107
02-jul-15,26,121,52,711.1,0,66,0.441000015,28.28,23.1,102
02-jul-15,24,123,34,710.7,0,69,0.280000001,28.05,20.5,104
02-jul-15,17,102,69,711,0,84,0.026000001,24.87,19.6,100
03-jul-15,19,63,13,711.6,0,81,0,23.1,10,135
03-jul-15,3,57,19,712.1,0,89,0,21.59,2.8,216
03-jul-15,4,111,33,712.1,0,89,0.011,21.67,5.3,278
03-jul-15,5,101,27,712.1,0,88,0.054000001,21.93,5.5,305
03-jul-15,52,111,50,711.7,0,67,0.834999979,27.27,8.9,102
03-jul-15,77,124,38,711.3,0,63,0.814999998,28.37,9.6,90
03-jul-15,67,130,25,711.1,0,60,0.755999982,29.2,12.8,89
03-jul-15,42,81,23,710.7,0,56,0.656000018,30.07,17.3,101
03-jul-15,36,80,22,710.4,0,54,0.561999977,30.65,19.8,112
03-jul-15,32,90,14,710.1,0,50,0.330000013,30.78,23.3,116
03-jul-15,28,92,21,710.1,0,52,0.169,30.39,22,121
03-jul-15,24,124,37,710.1,0,54,0.02,29.57,22.8,110
03-jul-15,23,103,25,710.6,0,57,0,28.67,22.4,107
03-jul-15,18,90,29,711.1,0,67,0,27.15,21.5,98
03-jul-15,15,94,29,711.6,0,73,0,25.94,17.8,94
03-jul-15,16,80,24,711.9,0,78,0,25.07,14.1,100
04-jul-15,14,88,30,711.8,0,80,0,24.45,6.7,106
04-jul-15,12,87,26,711.5,0,80,0,24.04,3,163
04-jul-15,6,46,20,711.4,0,82,0,23.75,3.9,190
04-jul-15,8,43,31,711.6,0,86,0.001,22.54,5.1,176
04-jul-15,4,82,29,711.9,0,89,0.021,22.22,5,291
04-jul-15,8,142,13,712.3,0,84,0.067000002,23.17,4,238
04-jul-15,13,90,26,712.4,0,80,0.158999994,23.65,7.9,298
04-jul-15,33,159,17,712.5,0,67,0.515999973,26.96,5.2,116
04-jul-15,38,118,43,712.4,0,68,0.493000001,26.88,9.3,103
04-jul-15,52,106,42,712.4,0,65,0.670000017,27.8,10.7,79
04-jul-15,74,137,43,712.3,0,61,0.792999983,28.73,11.3,91
04-jul-15,57,120,25,711.8,0,55,0.749000013,29.96,13,108
04-jul-15,38,63,23,711,0,54,0.630999982,30.51,20.3,105
04-jul-15,35,70,21,710.4,0,54,0.515999973,30.61,22,107
04-jul-15,23,46,15,710.9,0,56,0,29.38,15,112
04-jul-15,21,62,21,711.9,0,65,0,26.96,14.4,100
04-jul-15,23,45,29,712.4,0,69,0,25.91,16.3,103
05-jul-15,22,45,13,712.6,0,68,0,25.41,9.4,114
05-jul-15,25,40,17,712.3,0,71,0,24.61,10.7,108
05-jul-15,15,62,32,712.3,0,78,0.001,23.19,3,240
05-jul-15,11,75,22,712.4,0,80,0.001,23.13,3.6,249
05-jul-15,11,59,31,712.5,0,81,0.001,23.11,5,272
05-jul-15,5,74,41,712.8,0,85,0.012,22.71,6.8,270
05-jul-15,8,105,20,713.2,0,85,0.079000004,22.9,7.6,271
05-jul-15,14,74,16,713.5,0,81,0.141000003,23.58,7.9,296
05-jul-15,17,62,16,713.7,0,78,0.206,24.32,5.3,251
05-jul-15,30,93,26,713.7,0,73,0.462000012,26.07,7.3,101
05-jul-15,41,68,41,713.6,0,70,0.774999976,26.52,9.2,92
05-jul-15,60,84,28,713.2,0,65,0.82099998,28.19,7.7,97
05-jul-15,75,81,41,712.5,0,61,0.809000015,29.46,10,106
05-jul-15,60,58,32,711.8,0,57,0.723999977,30.54,12.4,97
05-jul-15,43,56,30,711.3,0,56,0.545000017,31.12,16.9,110
05-jul-15,36,51,25,711,0,56,0.328000009,31.34,19.3,107
05-jul-15,31,59,24,711.1,0,55,0.112000003,31.25,16.6,110
05-jul-15,21,74,40,711.5,0,59,0.005,30.2,13.4,114
05-jul-15,19,62,24,712.6,0,65,0,26.96,14.4,102
05-jul-15,21,62,26,713,0,68,0,26.16,9.8,102
06-jul-15,14,80,27,713.1,0,70,0,25.51,5.3,188
06-jul-15,11,113,34,712.8,0,73,0,24.54,1.1,197
06-jul-15,9,65,32,712.6,0,75,0.001,24.11,0.9,206
06-jul-15,4,93,28,712.7,0,83,0.001,23.26,6.4,285
06-jul-15,4,119,39,712.9,0,84,0.017000001,23.43,5.7,285
06-jul-15,12,135,12,713.3,0,80,0.07,24.03,5.7,298
06-jul-15,17,79,29,713.7,0,79,0.162,24.48,5.6,287
06-jul-15,48,84,38,713.5,0,67,0.754999995,28.36,6.7,187
